Crop,Region,State,District,Season,Area_Acres,Avg_Rainfall_mm,Yield_Quintal,Soil_Type
Rice,South,Tamil Nadu,District-31,Annual,248,1441,785.5,Alluvial
Wheat,East,Odisha,District-45,Kharif,223,462,618.88,Alluvial
Cotton,Central,Madhya Pradesh,District-14,Kharif,91,658,381.53,Black
Maize,South,Tamil Nadu,District-48,Rabi,112,784,232.92,Black
Sugarcane,North,Uttar Pradesh,District-5,Rabi,122,1031,433.29,Loamy
Pulses,West,Maharashtra,District-49,Kharif,228,433,983.14,Black
Rice,West,Maharashtra,District-50,Rabi,87,1023,300.36,Red
Pulses,West,Maharashtra,District-22,Kharif,259,692,670.83,Loamy
Rice,South,Andhra Pradesh,District-16,Kharif,67,1274,174.6,Red
Maize,Central,Chhattisgarh,District-25,Kharif,231,611,645.36,Alluvial
Maize,North,Punjab,District-7,Kharif,70,772,158.43,Black
Wheat,East,Bihar,District-10,Annual,297,681,778.65,Alluvial
Wheat,North,Haryana,District-20,Kharif,206,617,561.69,Loamy
Wheat,North,Haryana,District-28,Annual,279,455,1051.27,Loamy
Maize,East,Odisha,District-50,Rabi,12,881,40.11,Red
Rice,East,Bihar,District-35,Annual,234,1197,659.5,Loamy
Maize,West,Gujarat,District-46,Rabi,297,823,1271.69,Sandy
Pulses,North,Haryana,District-21,Kharif,120,503,309.26,Red
Maize,East,Odisha,District-7,Kharif,94,560,311.6,Sandy
Maize,South,Karnataka,District-29,Kharif,126,507,514.48,Alluvial
Cotton,East,Odisha,District-24,Rabi,170,857,764.97,Sandy
Maize,South,Andhra Pradesh,District-47,Kharif,185,799,672.43,Black
Maize,South,Andhra Pradesh,District-50,Kharif,64,597,140.2,Sandy
Maize,North,Punjab,District-2,Kharif,210,815,907.08,Red
Rice,South,Karnataka,District-35,Kharif,289,903,804.43,Black
Wheat,South,Tamil Nadu,District-10,Annual,178,710,435.94,Black
Rice,South,Karnataka,District-3,Annual,59,1352,164.84,Loamy
Pulses,North,Uttar Pradesh,District-8,Kharif,234,572,692.59,Alluvial
Wheat,Central,Madhya Pradesh,District-42,Kharif,76,685,299.58,Sandy
Pulses,North,Uttar Pradesh,District-12,Annual,115,303,404.17,Loamy
Pulses,North,Uttar Pradesh,District-47,Rabi,84,587,250.68,Loamy
Maize,Central,Chhattisgarh,District-46,Kharif,50,799,154.41,Sandy
Pulses,North,Punjab,District-25,Annual,37,520,141.47,Alluvial
Sugarcane,Central,Chhattisgarh,District-42,Annual,85,1574,170.61,Alluvial
Wheat,West,Maharashtra,District-26,Rabi,59,715,172.36,Black
Rice,North,Punjab,District-31,Rabi,181,1187,376.56,Black
Maize,North,Uttar Pradesh,District-36,Rabi,193,864,470.1,Black
Maize,East,West Bengal,District-9,Annual,19,595,65.97,Black
Pulses,South,Karnataka,District-40,Annual,46,399,132.35,Alluvial
Maize,North,Haryana,District-39,Kharif,176,768,583.62,Loamy
Sugarcane,East,Odisha,District-22,Kharif,188,1072,540.13,Sandy
Rice,East,West Bengal,District-7,Kharif,270,1355,544.03,Red
Sugarcane,Central,Chhattisgarh,District-46,Annual,202,1277,803.43,Alluvial
Sugarcane,North,Uttar Pradesh,District-7,Kharif,190,1568,807.98,Alluvial
Sugarcane,Central,Madhya Pradesh,District-30,Kharif,11,1230,43.76,Black
Maize,South,Karnataka,District-26,Annual,175,551,609.38,Loamy
Maize,Central,Madhya Pradesh,District-34,Rabi,144,643,390.22,Red
Rice,East,Bihar,District-7,Annual,240,968,500.74,Sandy
Rice,South,Tamil Nadu,District-19,Annual,11,980,43.49,Red
Sugarcane,East,Bihar,District-30,Kharif,248,1316,915.88,Red
Cotton,South,Andhra Pradesh,District-17,Annual,208,829,429.37,Loamy
Rice,Central,Madhya Pradesh,District-29,Annual,299,1352,690.77,Sandy
Pulses,South,Karnataka,District-19,Annual,289,417,1178.28,Red
Sugarcane,North,Uttar Pradesh,District-3,Annual,262,1331,1127.21,Black
Rice,West,Rajasthan,District-12,Rabi,57,1341,145.9,Alluvial
Rice,Central,Madhya Pradesh,District-24,Annual,247,1340,701.91,Loamy
Sugarcane,Central,Madhya Pradesh,District-16,Kharif,277,1146,1208,Black
Maize,South,Andhra Pradesh,District-26,Kharif,135,900,345.31,Red
Rice,West,Gujarat,District-28,Kharif,165,1265,476.43,Loamy
Cotton,North,Uttar Pradesh,District-22,Rabi,26,1071,76.96,Alluvial
Wheat,West,Gujarat,District-40,Kharif,79,799,295.7,Black
Wheat,South,Tamil Nadu,District-10,Rabi,273,593,994.87,Red
Sugarcane,Central,Madhya Pradesh,District-31,Rabi,286,1031,897.26,Loamy
Sugarcane,North,Uttar Pradesh,District-16,Kharif,158,1236,688.32,Sandy
Rice,South,Tamil Nadu,District-44,Kharif,244,1382,510.81,Sandy
Rice,East,Bihar,District-44,Rabi,23,962,77.97,Sandy
Wheat,North,Uttar Pradesh,District-36,Kharif,289,581,1039.24,Sandy
Maize,Central,Madhya Pradesh,District-7,Rabi,189,819,483.33,Black
Maize,East,Odisha,District-33,Kharif,146,711,653.18,Sandy
Wheat,South,Tamil Nadu,District-24,Kharif,164,411,592.4,Red
Rice,South,Karnataka,District-20,Annual,62,1094,186.02,Alluvial
Pulses,North,Uttar Pradesh,District-43,Kharif,264,387,778.56,Sandy
Maize,South,Andhra Pradesh,District-42,Kharif,168,855,383.39,Red
Pulses,South,Tamil Nadu,District-16,Kharif,109,420,476.13,Loamy
Cotton,West,Rajasthan,District-43,Annual,295,741,1283.23,Loamy
Cotton,Central,Madhya Pradesh,District-17,Rabi,206,1015,513.35,Sandy
Sugarcane,North,Uttar Pradesh,District-17,Kharif,72,1168,225.11,Loamy
Rice,South,Andhra Pradesh,District-38,Rabi,89,1374,348.31,Red
Maize,Central,Madhya Pradesh,District-30,Rabi,103,877,452.98,Black
Rice,West,Rajasthan,District-22,Annual,54,1143,238.95,Red
Maize,East,Odisha,District-26,Annual,178,858,621.92,Red
Maize,Central,Chhattisgarh,District-46,Kharif,161,705,448.12,Sandy
Pulses,West,Maharashtra,District-48,Annual,46,564,101.12,Alluvial
Pulses,Central,Madhya Pradesh,District-15,Rabi,82,352,351.59,Alluvial
Wheat,South,Tamil Nadu,District-30,Kharif,238,766,551.92,Loamy
Sugarcane,South,Tamil Nadu,District-37,Rabi,292,1211,695.74,Loamy
Pulses,Central,Madhya Pradesh,District-50,Kharif,194,461,629.82,Alluvial
Pulses,East,Bihar,District-20,Rabi,255,647,713.02,Alluvial
Wheat,West,Maharashtra,District-39,Rabi,201,711,415.41,Black
Rice,Central,Chhattisgarh,District-24,Kharif,22,919,95.64,Sandy
Sugarcane,West,Maharashtra,District-11,Rabi,118,1540,511.93,Black
Cotton,Central,Chhattisgarh,District-32,Kharif,294,891,863,Alluvial
Pulses,East,Odisha,District-4,Annual,39,606,81.21,Sandy
Cotton,East,Bihar,District-37,Annual,30,879,90.18,Black
Sugarcane,West,Maharashtra,District-16,Annual,30,1247,105.55,Black
Cotton,West,Rajasthan,District-11,Annual,200,761,830.58,Alluvial
Sugarcane,South,Tamil Nadu,District-32,Rabi,222,1462,693.19,Loamy
Maize,West,Maharashtra,District-11,Annual,146,872,523.37,Sandy
Rice,East,Odisha,District-13,Kharif,18,1332,73.94,Alluvial
Wheat,West,Gujarat,District-13,Kharif,275,449,626.27,Red
Maize,Central,Chhattisgarh,District-32,Kharif,128,541,503.51,Sandy
Wheat,Central,Chhattisgarh,District-11,Kharif,263,717,1048.75,Red
Pulses,East,Bihar,District-42,Rabi,240,468,653.71,Alluvial
Sugarcane,West,Maharashtra,District-41,Rabi,156,1271,536.28,Black
Sugarcane,North,Punjab,District-21,Annual,36,1421,95.73,Red
Cotton,West,Rajasthan,District-8,Kharif,166,881,496.14,Sandy
Wheat,West,Gujarat,District-41,Annual,192,660,701.92,Sandy
Maize,North,Haryana,District-36,Annual,222,594,945.44,Red
Sugarcane,North,Uttar Pradesh,District-50,Rabi,229,1036,910.2,Loamy
Pulses,North,Haryana,District-22,Rabi,278,521,556.85,Sandy
Rice,North,Haryana,District-34,Rabi,199,1193,503.29,Black
Sugarcane,East,West Bengal,District-13,Annual,53,1430,138.12,Red
Sugarcane,South,Karnataka,District-40,Annual,274,1269,982.25,Red
Pulses,South,Tamil Nadu,District-48,Annual,186,584,800.48,Red
Rice,South,Karnataka,District-22,Kharif,243,1329,951.26,Black
Cotton,Central,Chhattisgarh,District-13,Kharif,249,895,1054.61,Loamy
Cotton,West,Maharashtra,District-27,Rabi,81,725,171.24,Red
Sugarcane,South,Andhra Pradesh,District-2,Annual,53,1243,193.53,Loamy
Pulses,West,Gujarat,District-16,Kharif,103,493,207.6,Black
Cotton,South,Andhra Pradesh,District-11,Rabi,125,743,373.76,Loamy
Maize,North,Uttar Pradesh,District-37,Rabi,248,872,1055.17,Loamy
Pulses,North,Punjab,District-14,Rabi,162,668,470.39,Loamy
Sugarcane,East,West Bengal,District-29,Annual,156,1057,544.62,Sandy
Sugarcane,West,Rajasthan,District-2,Rabi,295,1195,1222.73,Red
Sugarcane,Central,Madhya Pradesh,District-17,Kharif,36,1138,146.44,Alluvial
Cotton,South,Andhra Pradesh,District-18,Rabi,39,614,137.43,Sandy
Cotton,East,Bihar,District-43,Rabi,246,788,728.01,Sandy
Sugarcane,West,Maharashtra,District-39,Annual,224,1296,716.87,Black
Wheat,South,Karnataka,District-50,Annual,88,733,340.03,Alluvial
Pulses,South,Tamil Nadu,District-46,Rabi,214,555,875.18,Alluvial
Rice,Central,Madhya Pradesh,District-23,Annual,218,1147,536.93,Sandy
Maize,South,Karnataka,District-49,Kharif,17,548,56.7,Loamy
Cotton,East,West Bengal,District-45,Kharif,74,928,225.21,Loamy
Rice,East,Bihar,District-23,Annual,160,1199,507.57,Sandy
Maize,East,Odisha,District-21,Kharif,236,566,553.75,Sandy
Pulses,West,Rajasthan,District-25,Kharif,101,410,426.95,Loamy
Maize,South,Karnataka,District-33,Annual,151,685,380.6,Alluvial
Rice,West,Rajasthan,District-42,Annual,291,1110,976.2,Alluvial
Pulses,North,Punjab,District-10,Rabi,285,330,1249.33,Alluvial
Rice,North,Punjab,District-23,Rabi,252,1446,1085.37,Alluvial
Sugarcane,West,Gujarat,District-29,Kharif,139,1520,539.97,Alluvial
Pulses,Central,Madhya Pradesh,District-37,Rabi,283,538,1005.31,Loamy
Pulses,Central,Madhya Pradesh,District-18,Rabi,42,429,134.9,Alluvial
Pulses,Central,Madhya Pradesh,District-48,Annual,123,697,366.22,Red
Wheat,South,Karnataka,District-22,Kharif,216,495,729.28,Loamy
Wheat,Central,Madhya Pradesh,District-36,Annual,232,666,613.09,Red
Cotton,Central,Chhattisgarh,District-38,Annual,242,859,849.07,Loamy
Wheat,West,Maharashtra,District-38,Rabi,19,597,40.29,Black
Pulses,Central,Madhya Pradesh,District-48,Kharif,141,522,480.26,Alluvial
Sugarcane,South,Tamil Nadu,District-48,Annual,138,1246,340.4,Sandy
Rice,West,Rajasthan,District-42,Rabi,15,990,62.35,Sandy
Rice,East,Bihar,District-6,Rabi,188,1179,400.15,Black
Wheat,North,Punjab,District-9,Kharif,30,695,79.73,Red
Pulses,East,Bihar,District-38,Rabi,156,665,433.06,Sandy
Wheat,West,Gujarat,District-8,Kharif,207,762,757.88,Loamy
Wheat,Central,Madhya Pradesh,District-40,Rabi,132,758,309.92,Red
Sugarcane,South,Karnataka,District-42,Annual,57,1151,229.79,Black
Cotton,East,Bihar,District-11,Kharif,281,805,1171.8,Alluvial
Maize,South,Andhra Pradesh,District-7,Annual,271,745,865.6,Sandy
Rice,West,Maharashtra,District-38,Rabi,293,1272,970.18,Loamy
Pulses,Central,Madhya Pradesh,District-18,Kharif,145,386,583.41,Sandy
Wheat,Central,Chhattisgarh,District-43,Kharif,198,607,854.43,Black
Sugarcane,Central,Madhya Pradesh,District-32,Rabi,276,1559,1094.4,Sandy
Sugarcane,West,Gujarat,District-29,Annual,97,1269,210.75,Alluvial
Cotton,West,Maharashtra,District-42,Annual,190,939,553.05,Sandy
Cotton,West,Gujarat,District-4,Annual,135,1007,412.92,Sandy
Maize,East,Bihar,District-36,Rabi,174,785,352.07,Red
Maize,North,Haryana,District-15,Rabi,284,562,960.61,Loamy
Rice,West,Gujarat,District-44,Kharif,199,912,798.36,Black
Wheat,East,Odisha,District-30,Kharif,195,728,862.62,Black
Cotton,West,Rajasthan,District-9,Annual,79,688,310.22,Sandy
Sugarcane,North,Uttar Pradesh,District-2,Annual,41,1196,114.35,Sandy
Rice,East,West Bengal,District-11,Rabi,164,1368,521.85,Loamy
Sugarcane,North,Punjab,District-43,Kharif,227,1270,926.22,Black
Rice,West,Maharashtra,District-6,Annual,191,911,384.9,Red
Maize,East,West Bengal,District-40,Annual,86,528,343.77,Alluvial
Cotton,Central,Chhattisgarh,District-35,Kharif,238,903,1026.09,Red
Cotton,South,Tamil Nadu,District-10,Annual,221,866,501.11,Alluvial
Rice,South,Tamil Nadu,District-48,Annual,20,1083,42.77,Sandy
Wheat,South,Tamil Nadu,District-46,Annual,115,728,442.75,Alluvial
Sugarcane,North,Punjab,District-33,Annual,36,1047,101.54,Loamy
Wheat,South,Karnataka,District-2,Kharif,231,465,904.09,Red
Maize,West,Maharashtra,District-3,Rabi,223,554,647.44,Red
Pulses,Central,Madhya Pradesh,District-6,Annual,150,444,515.57,Black
Rice,West,Maharashtra,District-4,Rabi,166,1324,338.98,Black
Rice,East,Odisha,District-20,Rabi,32,1463,115.25,Red
Wheat,Central,Madhya Pradesh,District-5,Annual,43,478,102.08,Sandy
Maize,South,Andhra Pradesh,District-25,Kharif,41,674,133.49,Sandy
Rice,South,Andhra Pradesh,District-1,Rabi,251,975,969.46,Loamy
Maize,Central,Chhattisgarh,District-29,Kharif,157,809,603.27,Loamy
Cotton,East,Odisha,District-39,Annual,247,883,890.67,Alluvial
Pulses,East,West Bengal,District-1,Rabi,20,700,85.8,Red
Pulses,South,Andhra Pradesh,District-47,Kharif,49,691,112.11,Loamy
Cotton,West,Gujarat,District-14,Kharif,216,851,716.17,Sandy
Rice,East,Bihar,District-32,Kharif,181,939,647.84,Black
Rice,West,Maharashtra,District-43,Rabi,43,1465,143.33,Red
Rice,South,Andhra Pradesh,District-34,Rabi,138,1371,570.73,Loamy
Pulses,South,Andhra Pradesh,District-15,Rabi,108,579,436.32,Loamy
Cotton,Central,Chhattisgarh,District-5,Kharif,148,622,628.02,Alluvial
Pulses,West,Maharashtra,District-39,Annual,285,425,781.18,Red
Maize,East,Bihar,District-22,Rabi,143,885,389.89,Loamy
Wheat,Central,Madhya Pradesh,District-19,Annual,135,402,362.53,Black
Wheat,West,Rajasthan,District-22,Annual,243,419,915.97,Red
Wheat,Central,Chhattisgarh,District-29,Rabi,100,596,352.22,Sandy
Sugarcane,West,Rajasthan,District-8,Kharif,211,1066,810.9,Alluvial
Maize,North,Punjab,District-1,Annual,181,873,541.22,Loamy
Cotton,West,Rajasthan,District-21,Rabi,34,768,113.72,Black
Wheat,East,Odisha,District-46,Annual,26,618,57.52,Alluvial
Maize,North,Punjab,District-11,Annual,266,550,885.4,Black
Rice,Central,Chhattisgarh,District-36,Kharif,139,928,400.71,Red
Sugarcane,South,Tamil Nadu,District-31,Kharif,78,1559,331.92,Loamy
Rice,Central,Chhattisgarh,District-39,Rabi,223,1268,908.58,Red
Pulses,South,Tamil Nadu,District-17,Rabi,58,605,163.93,Alluvial
Rice,North,Punjab,District-17,Annual,198,1077,655.3,Loamy
Sugarcane,West,Gujarat,District-38,Annual,188,1222,657.78,Black
Pulses,West,Gujarat,District-3,Rabi,174,548,656.96,Red
Sugarcane,East,West Bengal,District-4,Kharif,238,1275,1049.94,Red
Sugarcane,South,Andhra Pradesh,District-13,Kharif,156,1533,616.08,Black
Wheat,North,Punjab,District-3,Kharif,43,633,181.73,Red
Sugarcane,West,Rajasthan,District-15,Kharif,86,1268,279.81,Sandy
Sugarcane,West,Gujarat,District-2,Rabi,28,1051,108.93,Red
Wheat,Central,Madhya Pradesh,District-3,Rabi,282,602,1060.72,Sandy
Rice,North,Punjab,District-41,Rabi,166,1240,496.19,Black
Maize,North,Punjab,District-47,Kharif,99,665,338.83,Loamy
Wheat,West,Rajasthan,District-19,Annual,23,472,58.35,Alluvial
Rice,North,Punjab,District-46,Annual,225,1238,854.89,Loamy
Sugarcane,North,Haryana,District-7,Kharif,164,1400,605.11,Alluvial
Cotton,North,Punjab,District-46,Annual,232,728,918.28,Black
Cotton,South,Tamil Nadu,District-34,Rabi,72,683,188.96,Loamy
Sugarcane,Central,Madhya Pradesh,District-4,Annual,103,1359,266.75,Loamy
Wheat,North,Uttar Pradesh,District-8,Kharif,87,541,231.88,Red
Maize,Central,Chhattisgarh,District-3,Rabi,19,546,84.31,Sandy
Pulses,South,Tamil Nadu,District-47,Rabi,95,640,366.5,Loamy
Sugarcane,East,Bihar,District-37,Kharif,146,1299,464.09,Black
Wheat,East,Bihar,District-10,Rabi,34,628,68.05,Black
Wheat,Central,Chhattisgarh,District-38,Annual,237,552,488.85,Loamy
Rice,North,Haryana,District-2,Kharif,255,1401,1069.61,Sandy
Wheat,North,Haryana,District-18,Rabi,162,742,517.94,Alluvial
Cotton,South,Karnataka,District-34,Rabi,205,874,502.93,Loamy
Pulses,Central,Madhya Pradesh,District-5,Kharif,127,493,548.22,Sandy
Pulses,West,Rajasthan,District-30,Annual,39,445,170.75,Red
Rice,South,Andhra Pradesh,District-37,Annual,257,1181,553.75,Red
Pulses,South,Andhra Pradesh,District-8,Rabi,249,416,1086.47,Red
Pulses,West,Maharashtra,District-39,Annual,27,700,112.69,Loamy
Wheat,Central,Chhattisgarh,District-46,Annual,224,411,846.24,Loamy
Pulses,North,Haryana,District-14,Kharif,188,316,666.95,Black
Wheat,South,Andhra Pradesh,District-33,Rabi,77,528,173.58,Alluvial
Maize,Central,Chhattisgarh,District-5,Kharif,280,670,1084.81,Sandy
Wheat,West,Maharashtra,District-43,Rabi,106,712,222.56,Alluvial
Pulses,South,Andhra Pradesh,District-38,Kharif,45,344,193.8,Red
Rice,South,Karnataka,District-3,Kharif,75,1257,261.95,Alluvial
Rice,North,Punjab,District-3,Kharif,138,1321,317.79,Red
Pulses,Central,Chhattisgarh,District-41,Kharif,230,472,777.66,Sandy
Cotton,East,Odisha,District-1,Annual,263,770,1041.19,Sandy
Maize,West,Gujarat,District-32,Kharif,273,639,631.04,Sandy
Maize,East,Bihar,District-35,Annual,77,717,276.82,Black
Rice,Central,Chhattisgarh,District-18,Annual,12,1320,38.65,Loamy
Wheat,West,Maharashtra,District-33,Kharif,105,449,439.7,Red
Pulses,North,Haryana,District-17,Rabi,299,498,1256.61,Loamy
Maize,South,Andhra Pradesh,District-12,Kharif,247,817,775.73,Red
Wheat,South,Andhra Pradesh,District-1,Rabi,105,468,395.6,Loamy
Wheat,East,Bihar,District-4,Annual,24,563,105.2,Black
Maize,North,Haryana,District-32,Annual,279,863,824.76,Black
Sugarcane,South,Tamil Nadu,District-49,Kharif,94,1372,259.74,Loamy
Pulses,East,Bihar,District-1,Kharif,242,386,675.6,Alluvial
Wheat,South,Tamil Nadu,District-18,Annual,263,737,837.85,Red
Sugarcane,West,Gujarat,District-27,Annual,295,1515,739.02,Black
Cotton,West,Gujarat,District-41,Rabi,222,848,934.99,Loamy
Wheat,West,Maharashtra,District-39,Rabi,156,746,330.34,Alluvial
Sugarcane,East,Bihar,District-32,Kharif,35,1460,113.53,Loamy
Cotton,South,Andhra Pradesh,District-7,Annual,163,878,405.28,Red
Pulses,West,Maharashtra,District-22,Rabi,80,414,250.57,Red
Wheat,West,Rajasthan,District-48,Rabi,60,423,260.49,Alluvial
Maize,West,Maharashtra,District-30,Kharif,223,514,592.21,Black
Pulses,West,Gujarat,District-39,Kharif,296,438,1217.45,Loamy
Pulses,South,Andhra Pradesh,District-29,Kharif,158,505,570.33,Black
Sugarcane,West,Maharashtra,District-19,Rabi,37,1301,77.34,Sandy
Cotton,South,Tamil Nadu,District-6,Annual,84,981,345.12,Black
Rice,Central,Chhattisgarh,District-24,Rabi,26,1242,111.03,Loamy
Cotton,South,Andhra Pradesh,District-49,Rabi,127,824,302.32,Sandy
Rice,East,West Bengal,District-34,Annual,186,1012,522.91,Alluvial
Pulses,South,Tamil Nadu,District-29,Kharif,263,643,1085.82,Loamy
Sugarcane,Central,Chhattisgarh,District-2,Kharif,109,1478,489.29,Alluvial
Sugarcane,South,Tamil Nadu,District-33,Kharif,217,1595,456.37,Red
Cotton,East,Bihar,District-10,Annual,218,619,454.61,Alluvial
Pulses,Central,Chhattisgarh,District-37,Annual,233,519,781.48,Loamy
Pulses,South,Andhra Pradesh,District-29,Rabi,233,574,737.83,Alluvial
Cotton,East,West Bengal,District-7,Rabi,155,845,584.21,Sandy
Maize,West,Gujarat,District-8,Rabi,109,611,237.08,Black
Wheat,Central,Chhattisgarh,District-40,Kharif,225,424,576.11,Loamy
Cotton,Central,Madhya Pradesh,District-19,Rabi,90,896,309.47,Loamy
Sugarcane,South,Karnataka,District-49,Rabi,91,1477,212.62,Loamy
Cotton,Central,Madhya Pradesh,District-13,Kharif,119,614,314.58,Loamy
Wheat,North,Punjab,District-15,Rabi,126,591,301.5,Sandy
Wheat,North,Punjab,District-13,Kharif,206,563,898.97,Loamy
Pulses,Central,Madhya Pradesh,District-9,Annual,175,421,425.39,Sandy
Rice,West,Maharashtra,District-30,Annual,222,1248,558.26,Black
Maize,South,Karnataka,District-7,Kharif,128,866,517.64,Sandy
Sugarcane,North,Uttar Pradesh,District-11,Rabi,254,1497,533.27,Sandy
Maize,East,West Bengal,District-24,Kharif,248,505,783.19,Black
Sugarcane,North,Haryana,District-9,Annual,243,1256,563.45,Loamy
Cotton,West,Gujarat,District-33,Rabi,87,823,302.21,Loamy
Pulses,North,Uttar Pradesh,District-17,Annual,211,531,559.79,Alluvial
Pulses,West,Maharashtra,District-34,Rabi,46,585,188.77,Black
Cotton,East,West Bengal,District-26,Annual,115,717,414.63,Sandy
Pulses,Central,Madhya Pradesh,District-14,Rabi,55,357,115.18,Alluvial
Pulses,North,Punjab,District-36,Kharif,58,337,230.59,Sandy
Rice,West,Rajasthan,District-22,Annual,69,1336,269.37,Black
Pulses,West,Rajasthan,District-45,Kharif,248,526,1097,Red
Cotton,North,Uttar Pradesh,District-39,Rabi,57,857,238.16,Loamy
Cotton,North,Punjab,District-40,Annual,144,663,538.64,Loamy
Sugarcane,South,Tamil Nadu,District-43,Annual,57,1372,173.53,Sandy
Cotton,North,Punjab,District-29,Annual,63,674,282.73,Loamy
Maize,East,West Bengal,District-30,Annual,293,563,779.38,Alluvial
Cotton,North,Haryana,District-1,Annual,134,1078,289.38,Red
Sugarcane,South,Karnataka,District-36,Rabi,58,1071,247.89,Red
Pulses,Central,Chhattisgarh,District-13,Rabi,283,397,1073.04,Loamy
Cotton,West,Gujarat,District-12,Kharif,119,753,371.57,Alluvial
Pulses,North,Punjab,District-8,Kharif,49,645,194.5,Black
Maize,South,Andhra Pradesh,District-35,Kharif,186,766,776.01,Loamy
Sugarcane,East,West Bengal,District-41,Annual,252,1520,949.77,Sandy
Sugarcane,North,Uttar Pradesh,District-2,Rabi,70,1337,164.89,Alluvial
Sugarcane,North,Haryana,District-42,Annual,210,1353,522.73,Red
Pulses,Central,Chhattisgarh,District-35,Kharif,71,649,178.17,Sandy
Sugarcane,South,Karnataka,District-4,Kharif,126,1174,500.08,Alluvial
Sugarcane,Central,Madhya Pradesh,District-30,Rabi,49,1007,140.4,Red
Sugarcane,West,Maharashtra,District-36,Annual,249,1536,853.16,Black
Rice,North,Punjab,District-19,Rabi,28,1233,73.89,Loamy
Cotton,East,Bihar,District-18,Kharif,223,929,707.69,Red
Wheat,East,Odisha,District-17,Rabi,283,457,652.72,Alluvial
Sugarcane,East,Bihar,District-9,Kharif,233,1440,980.79,Black
Wheat,East,West Bengal,District-21,Kharif,204,474,832.42,Alluvial
Cotton,South,Andhra Pradesh,District-8,Rabi,165,1097,677.54,Red
Maize,North,Haryana,District-11,Kharif,86,757,193.15,Alluvial
Sugarcane,Central,Chhattisgarh,District-41,Annual,299,1195,1117.54,Sandy
Maize,Central,Chhattisgarh,District-3,Annual,87,711,363.49,Red
Sugarcane,West,Rajasthan,District-44,Kharif,150,1091,413.91,Black
Wheat,East,Bihar,District-33,Rabi,236,597,1021.87,Loamy
Rice,West,Rajasthan,District-34,Rabi,143,979,417.88,Black
Rice,East,West Bengal,District-34,Annual,42,1440,105.53,Alluvial
Pulses,South,Karnataka,District-45,Rabi,163,453,568.87,Loamy
Pulses,North,Punjab,District-23,Annual,194,311,621.67,Black
Maize,North,Uttar Pradesh,District-42,Rabi,212,751,522.37,Loamy
Cotton,North,Punjab,District-25,Kharif,249,937,837.74,Sandy
Sugarcane,West,Gujarat,District-46,Rabi,75,1412,315.21,Sandy
Sugarcane,West,Gujarat,District-22,Annual,285,1131,629.98,Loamy
Wheat,Central,Chhattisgarh,District-47,Rabi,62,609,213.53,Red
Sugarcane,Central,Chhattisgarh,District-31,Annual,132,1499,433.4,Red
Rice,Central,Madhya Pradesh,District-15,Annual,300,1489,1224.35,Alluvial
Pulses,North,Uttar Pradesh,District-3,Kharif,248,511,1085.36,Sandy
Pulses,East,Odisha,District-12,Kharif,126,467,482.74,Alluvial
Pulses,North,Punjab,District-14,Annual,124,613,326.18,Alluvial
Maize,West,Gujarat,District-1,Annual,222,846,854.32,Red
Wheat,Central,Madhya Pradesh,District-22,Rabi,141,624,369.44,Red
Cotton,North,Haryana,District-39,Rabi,176,793,661.05,Loamy
Pulses,Central,Chhattisgarh,District-25,Rabi,57,689,248.85,Red
Wheat,South,Karnataka,District-6,Kharif,140,669,597.59,Black
Sugarcane,North,Punjab,District-8,Kharif,76,1276,197.75,Red
Maize,North,Uttar Pradesh,District-20,Kharif,28,658,72.57,Loamy
Pulses,South,Andhra Pradesh,District-28,Rabi,200,433,652.77,Alluvial
Cotton,South,Andhra Pradesh,District-32,Annual,281,1090,758.23,Alluvial
Cotton,Central,Madhya Pradesh,District-33,Annual,21,1011,74.28,Alluvial
Maize,North,Punjab,District-20,Rabi,180,718,726.28,Loamy
Maize,Central,Chhattisgarh,District-36,Rabi,112,753,265.29,Red
Wheat,Central,Chhattisgarh,District-2,Annual,232,668,1027.17,Sandy
Maize,North,Punjab,District-37,Annual,22,667,90.29,Alluvial
Maize,North,Punjab,District-25,Annual,206,627,702.93,Black
Rice,North,Punjab,District-49,Rabi,15,1094,64.28,Black
Pulses,North,Uttar Pradesh,District-7,Rabi,129,519,554.52,Loamy
Pulses,East,Odisha,District-21,Annual,267,514,717.24,Loamy
Maize,Central,Madhya Pradesh,District-7,Annual,254,546,573.71,Alluvial
Maize,West,Maharashtra,District-15,Annual,289,715,1081.21,Red
Cotton,North,Uttar Pradesh,District-22,Kharif,256,1054,948.23,Alluvial
Sugarcane,North,Haryana,District-11,Annual,43,1498,109.39,Loamy
Sugarcane,North,Punjab,District-35,Annual,68,1343,142.99,Loamy
Rice,Central,Chhattisgarh,District-12,Annual,241,1108,848.71,Black
Sugarcane,Central,Chhattisgarh,District-37,Annual,205,1468,736.85,Sandy
Maize,North,Punjab,District-1,Kharif,231,809,744.55,Red
Pulses,South,Karnataka,District-12,Kharif,91,353,295.22,Sandy
Cotton,West,Maharashtra,District-5,Annual,202,1065,414.99,Loamy
Wheat,South,Andhra Pradesh,District-7,Annual,81,583,312.65,Black
Pulses,East,West Bengal,District-40,Rabi,125,622,427.39,Sandy
Rice,East,Odisha,District-8,Kharif,267,1445,1024.29,Alluvial
Cotton,East,West Bengal,District-10,Annual,300,1047,1317.92,Alluvial
Pulses,West,Maharashtra,District-10,Rabi,77,565,266.78,Sandy
